cantonese,english,greedy,beam
我通常踩單車返學⋯⋯哎呀，講錯咗，應該係返工至啱。,I usually ride my bike to school. I mean to the office.,"I usually ride a bike back to school... ...Well, I'm confused, should be back in the work until I get back.","I usually ride a bicycle back to school ... ... Well, I'm confused that I should return to work until I was born."
雞蛋係一打一打咁買嘅。,We buy eggs by the dozen.,The chicken eggs are one-on-one and the chickens buy one.,The chicken eggs are one-on-one.
佢講埋啲噉嘅嘢，實係痴咗線喇。,He must be crazy to say such a thing.,"I'm not sure if I can get a good one, but I have to get one.","I'm sorry, but I don't know how to do it."
呢個只不過係個藉口。,That's just an excuse.,It is only a single source.,It's just a single story.
做嘢咁搏命為乜啊？,What's the sense of working so hard?,I'm not going to do this.,What do you mean by that?
佢行咗咁遠路，啲腳力實好好喇。,He must be a good walker to have walked such a long distance.,"I'm going to a long way, I have a good footprint.","It's a long way to go, and I'm really good at my feet."
你行得咁快，我跟唔到呀。,I can't keep up with you if you walk so fast.,"You're going fast, I'll be with you.","You're going fast, I'm coming with you."
唔使急，仲有大把時間。,There's no need to panic. There's plenty of time.,"I'm sorry, we're having a lot of time together.","Quickly, we have a lot of time together."
唔好問埋啲咁戇居嘅問題嚟煩我啦。,Don't bother me with such foolish questions.,I'm not sure I can solve my problems.,"I'd like to ask you a question about my life's problems, but I can't."
冇可能係真嘅。,That can't be true.,It may be possible to correct the error.,It's possible to be true.
佢實係嬲得好犀利喇，如果唔係佢唔會講埋啲噉嘅嘢㗎。,He must be very angry to say such a thing.,"I'm sure I can't be sure if I have a good time, but I don'ts know if it's going to be a big deal.",I'm sure you'll be very happy if you don't have to worry about it.
話俾我聽點解你要噉做。,Give me a reason for doing such a thing.,I'll tell you what you're going to do.,I'll tell you what you have to do.
唔好怪佢。,Don't blame it on her.,I'm sorry.,I don't know why.
我可唔可以食少少呀？,May I eat a little of it?,"I can eat little and little, shall I?",I think I can eat less and less?
絕對唔可能甘做。,It is impossible to do it.,I'm not sure I can do it.,I don't think I can do that.
我唔知要點做。,I don't know how I should do it.,I'm sure I can make a point.,I don't know what to do.
我哋大家都好清楚呢件事一定係佢做嘅。,Everybody knows for sure that it was he who did it.,I think we all know that something must be done.,All of us are well aware that something must be done.
唔係我哋做㗎。,It's not us who did it.,I'm not going to do this.,I don't know what I'm doing.
呢啲書唔係我嘅。,They aren't my books.,I'm not sure I have a book.,I've got a book to write.
你可以用肉眼睇星星，用望遠鏡嘅話，仲可以睇得清楚啲添。,"You can see the stars with your naked eye, and even better through a telescope.","You can use your naked eye to see the stars, use telescopes to tell the story, and you can get the best out of it.","You can use your naked eye to see the stars, use telescopes to tell the story, and you can get a clear picture of each other."
真係可惜！,What a shame!,But that's a pity!,It's a pity!
呢個唔貴。,It isn't expensive.,I'm sorry.,I'm sorry.
同以前比，已經進步咗好多。,It has greatly improved compared with what it was.,"As before, it has progressed a lot.","As before, it has progressed a lot."
嘩！咁抵？！,Wow! That's cheap!,I'm so fucking crazy!,"Come on, come on!"
我以為係好主意。,I thought that would be a great idea.,I think I'm a good idea.,I thought I had a good idea.
冇用嘅。,That won't work.,I'm going to use it.,I'm going to use it.
對我嚟講無咩分別。,It's the same to me.,I have to be separated from myself.,I don't know what to say.
呢個咩嚟㗎？,What is it?,What is the name of the church?,How did I get here?
個責任應該由你嚟孭。,It is you that are to blame for it.,You should be responsible for each individual.,Your individual responsibility should be borne by you.
包唔包埋早餐㗎？,Does that include breakfast?,"""I'm gonna pack breakfast for you, huh?","""I'm going to have breakfast tomorrow."""
我俾一日時間你考慮。,I'll give you a day to think about it.,I'll give you one hour to consider.,I'll give you one hour to consider.
決定咗我就會話俾你聽㗎喇。,I'll let you know when it has been decided.,I'll tell you what I want to hear.,I'll talk to you when I decide I want to hear you.
睇吓！佢嚟咗喇！,There! She comes!,I'm sorry! I was so sorry.,I'm sorry! You're dead!
唔該你將個故事由頭到尾講晒俾我地聽。,Tell us the story from beginning to end.,You'll hear the story from beginning to end.,You'll be able to hear the story from beginning to end.
話俾我聽啦，我好想知呀。,Tell me about it. I'm all ears.,"I'll hear it, I wish to know.","Listen to me, I wish to know."
個阿伯坐擁巨額身家。,The old man possesses great wealth.,Their family is a large family.,It is a large-scale family with a huge headquarters.
架火車準時嚟到。,The train arrived on time.,The train is scheduled to arrive at the same time.,The train is scheduled to arrive on time.
架火車行緊五十咪。,The train is traveling at the rate of 50 miles an hour.,The train is a 50m train.,Fifty-five trains were built.
架火車每個鐘行緊五十咪。,The train is traveling at the rate of 50 miles an hour.,Each bell of the train is set at 50 m.,Each bell of the train is set at 50 meters.
架火車每個鐘行緊五十英里。,The train is traveling at the rate of 50 miles an hour.,Each train train has a bell running 50 miles.,Each bell of a train mounted on a railcar travels 50 miles.
個遊樂場起咗十年先至起好。,It took ten years to build the amusement park.,The first two years of the project were completed in the first ten years.,A single playground is set up ten years before it starts well.
我用一個字就計好咗條數。,The solution of the problem took me five minutes.,I'll count the number of articles in one word.,I use a single word to count the number of articles.
呢個問題擺埋一邊先。,That problem has been shelved for the time being.,The problem is solved by one side of the problem.,There is a problem to be solved one by one.
呢個問題等下次開會先傾。,The matter will be brought up at the next meeting.,I'll be more careful about the issues and the next opening.,The next meeting will be held at the same time as the next one.
呢個問題關你事多過關我事。,The problem has more to do with you than with me.,"I have a problem with you, and I'm more concerned with me.",I have a problem with you more than with me.
呢樣嘢遲啲先搞。,Let's leave that matter for later.,He was first in the game.,I'm going to have to do it first.
呢樣等遲啲先。,Let's leave that matter for later.,It is a long time ago.,It's a long time ago.
棵樹生得好高喎。,The tree grew very tall.,The tree is very tall and tall.,The tree grows very tall.
你有冇睇晒成本書呀？,Did you read the whole book?,You have a paper on the cost of the paper?,You have a paper on the cost of printing?
唔好意思呀，呢本書賣晒㗎喇。,"Sorry, the book is out of stock.",I am glad that this book is sold as a sunscreen.,"It's a good idea, and this book sells sunshine."
嗰本書有好多版。,That book had a lot of pages.,This book has many versions.,There are many versions of this book.
唔好挨埋埲牆度。,Don't lean against the wall.,I'll be able to fill the walls.,I'd like to be buried in the wall.
呢種物質好輕，可以浮喺水面。,The substance is light enough to float on the water.,The material is light and can float on water surface.,The material is light and can float on the surface of water.
你做咩唔試吓條裙先買嘅？,Why didn't you try the dress on before you bought it?,You're trying to scare me to buy a dress?,You're trying to scare me off to buy a dress?
間房有無浴缸㗎？,Does the room have a bath?,The room has no bathtub.,There is no bathtub in the room.
間房冇傢俬。,The room was devoid of furniture.,The house is a house of furniture.,It's a house of furniture.
你直接撕開個箱咪得囉。,You can tear the box open.,You're gonna tear up a box straight away.,You have to tear up a box directly.
嗰個箱細得濟喇，擺唔落呢度咁多嘢。,That is too small a box to hold all these things.,"Their tail is a single-sided, fold-down, and row-wise.","I've got a lot of boxes, so I have to get rid of all of them."
天氣每日都喺度變緊。,The weather varies from day to day.,The weather is very warm and humid throughout the day.,The weather is warm and humid all day.
個阿哥同個細佬一啲都唔似樣。,The two brothers are quite unlike in their appearance.,Their little brothers and sisters are all very similar.,They're all like each other.
嗰班人成功噉爬咗上山頂，但係返嚟嗰陣就出咗事。,"The Alpinists carried out the ascent, but they did not return safely.","The team managed to climb the summit of the mountain, but they were unable to get back to the top of their team.","The team was successful in climbing to the top of the mountain, but there was a problem with the return of each team."
你掂嗰條電線就會觸電㗎喇。,"If you touch that wire, you will receive a shock.",You'll be touched by a wire and it will be connected to your computer.,You'll be touched by an electrical wire.
單消息令佢驚訝到唔識講嘢。,"Shocked at the news, she couldn't speak.",The news of the single story was surprising to me to know that I was reading it.,I was surprised to hear the news of the single story.
佢有可能係俾人謀殺嘅。,There's a possibility that the man was murdered.,I think it's possible that he'll kill us.,It's possible that I'm going to kill someone.
個人嘗試裝自己條天線。,The man tried to install his own antenna.,I try to be myself a lightning.,Individuals try to put themselves on a straight line.
嗰個男人搶走咗Susan身上所有嘅錢。,The man robbed Susan of all her money.,A man robbed Susan of all her money.,A man robbed Susan of all her money.
我唔係好肯定呢個字應該點讀。,I am not sure how to pronounce the word.,I am sure that the characters should be read at the same time.,I am sure that the characters should be read correctly.
啲噪音愈嚟愈大聲。,The noise is getting louder and louder.,The sound is louder and louder.,The noise is getting louder.
嗰場仗死咗好多人。,"As a result of the war, many people died.",Many people died in the battle.,Many people died in the battle.
你有冇試過喺條河度溜冰呀？,Have you ever tried skating on the river?,You ever tried to climb a river?,Have you ever tried to climb a river?
個老師對班學生影響好大。,The teacher has a great influence on his pupils.,The teacher's influence on the students was great.,Each teacher has a great influence on the students of the class.
呢兩個學生測驗都係全部合格。,Both those students passed all the tests.,The two students passed all the exams.,The two students passed all the exams.
個學生俾個老師望到周身唔自在。,The student became very nervous with the teacher watching him.,The students looked at the teacher and saw that he was still alive.,The students looked up to the teacher and saw that he was still alive.
唔係好多人有嚟。,There were not many present.,I think there are a lot of people who have been there.,"Well, there are a lot of people out there."
個城堡改造咗做一間好靚嘅博物館。,The castle was transformed into a marvelous museum.,The castle was converted into a beautiful museum.,The castle has been converted into a beautiful museum.
隻大笨象好受小朋友歡迎。,The elephant is liked by little children.,The children are very popular with the children.,It is very popular among children.
嗰個男仔連自己個名都唔識寫。,The boy could not so much as write his own name.,I'm not sure if I can write a single boy's name.,Each boy has his own name and I don't know how to write it.
個男仔連襪都未除就走咗去瞓覺。,The boy went to bed with his socks on.,The boys and girls are all wearing socks and walking around without any clues.,Every man who wears a pair of socks has to walk away from him.
我好後悔以前無好好咁對佢。,I wish I had treated the girl more kindly.,I'm sorry I didn't have a good time before I regretted it.,I'm sorry I didn't have a good time before I regretted.
個女仔同佢阿媽好似樣。,The girl resembles her mother.,The females are similar to the males.,The females are similar to the males.
間屋仔睇落好似冇人住噉。,The cottage looked as if nobody were living in it.,Their ancestors were like the people of the land.,It is said to have been built like a man's house.
嗰位小姐喺一個月之前搬咗嚟呢度。,The lady moved here a month ago.,The girl was moved to her home a month ago.,The girl was moved to New York City a month ago.
個女仔一見到隻狗就喊咗出嚟。,The girl began to cry at the sight of a dog.,"The dog is a dog, and the girl is the dog.","When a girl sees a dog, she cries out for him."
架車泊咗喺座大廈前面。,The car is parked in front of the building.,The building is located in front of the building.,It is located in front of the building.
呢個問題好難答。,The question was too difficult to answer.,The problem is easy to answer.,The problem is easy to answer.
個鐘每日都會快五分鐘。,The clock gains five minutes a day.,The bells are five minutes fast every day.,Each hour of the day takes five minutes.
我嗰陣時唔知點做先好。,I didn't know what to do then.,I'm not sure I can do it right.,I think I've got a good idea of what to do next.
因為佢唔小心，所以先會出事。,The accident was brought about by his carelessness.,"I'm not sure if I can do it, but I will.","Because I'm very careful, we'll get out of here first."
出事嗰陣巴士上面啲乘客差唔多全部都瞓晒覺。,Almost all of the passenger in the bus were asleep when the accident happened.,The passengers on the bus were all very well and all were well.,All the passengers on the bus have been exposed to all kinds of heat.
你千祈唔好講呢件事俾你阿爸阿媽聽。,You mustn't tell that to your parents.,You're gonna have to ask me something about your parents and mothers.,I want to tell you something about your father and mother.
佢為件玩具而好自豪。,He is very proud of his toy.,I'm proud of my toy.,I'm proud of my toy.
個細路一見到阿媽就喊咗出嚟。,No sooner had the child seen his mother than he burst into tears.,"The first time he saw the mother, he cried out.","When he saw his mother, he cried out for her."
個家姐同個細妹好似樣。,The sisters look like each other.,The family sister and the younger sister are similar.,Each family sister is like each younger sister.
我用一日時間冇可能做得晒啲嘢。,It is impossible for me to finish the work in a day.,I've spent a day and a week and I can do it all.,I've spent a day and I can do it all day long.
我可唔可以睇吓本雜誌呀？,Can I have a look at the magazine?,I can also read the magazines?,I'll be able to check out the book magazine.
嗰本雜誌邊度有得買㗎？,Where can I buy that magazine?,"""I can't buy this magazine anymore.","""This magazine can't afford to buy it."
嗰位作家用過嘅傢俬全部擺晒喺呢間博物館度。,The writer's furniture is all shown in this museum.,The writer used everything in his life to paint the museum.,The writer used everything in his life to paint the museum.
嗰度啲風景真係靚到唔知點形容。,The beauty of the scene was beyond description.,The scenery is really interesting to know how to describe.,The scenery is so beautiful that I can't tell you anything about it.
佢串錯咗嗰隻字，就令到佢喺比賽俾人淘汰咗。,His misspelling of that word eliminated him from the contest.,"The game is played in a single-player format, and the player is eliminated from the game.","I'm not going to be able to play the game, so I have to get out of the competition and be eliminated."
跟住我好快就瞓著咗喇。,"Soon after that, I began to fall asleep.","I'm going to be here soon, and I will be there soon.",I'd like you to come to my house quickly.
呢個字形容得好啱。,That word describes it perfectly.,The word is very well described.,This is a good way to describe a word.
隻狗冇食到啲肉。,The dog didn't eat the meat.,The dogs eat the meat.,The dog eats the meat.
唔好俾隻狗走甩。,Make sure that the dog does not escape.,I'll let the dog go.,"""The dog's running away."""
嗰座建築物會喺一年之內起完。,The building will be completed in a year.,The buildings are completed within one year.,The buildings are completed within one year.
我會同我老豆傾吓呢件事㗎喇。,I'll talk the matter over with my father.,I'll be scared of something with my old beans.,I'm going to be scared of something with my old beans.
等我將我知嘅嘢話晒比你聽啦。,I'll tell you all I know about it.,"I'll tell you what I know, and you're gonna hear it.","Wait for me to tell you what I know, and I'll listen to you."
佢超速駕駛，俾差佬拉咗。,The policeman arrested him for speeding.,"He is a super fast driver, and he is the best driver.","He's a super-fast driver, and I'm a big fan of him."
無你幫手，個計劃就成功唔到㗎喇。,Your help is indispensable for the success of the scheme.,"Without your help, the project will be successful and we will reach the end of the day.","Without your help, a single project will be successful."
條橋大約有一咪長。,The bridge is approximately a mile long.,The bridge is about one mile long.,The bridge is about a mile long.
呢部機係用咗好多時間同埋錢先至起好㗎。,It took a lot of time and money to build the machine.,The engine crew spent many hours with the money to build the building.,I spent a lot of time and money to get to the top of the building.
嗰部機發到好多電。,The machine generates a lot of electricity.,The engine is powered by many electrical powers.,It's got a lot of electricity.
學生唔可以喺學校裏面食煙。,Students are forbidden to smoke on the school grounds.,Students can smoke outside school.,Students are not allowed to smoke outside of school.
同呢幅比起上嚟，嗰幅畫啲色靚好多。,The picture is colorful in contrast with this one.,The color of the painting is much different from the color in the picture.,"In contrast to the above, there are many different colors in the painting."
呢啲花擺喺邊度都無所謂，顯眼就得㗎喇。,Put those flowers wherever we can see them well.,"The flower is not bound by any dimension, and the eye is in the same position as the moon.","There is no boundary of the flower, so that the eye cannot be seen."
間屋喺教堂對面，你去到就會見到㗎喇。,The house is opposite the church. You can't miss it.,"The church is opposite the house, you will see the church when you go there.","If you go to the church, you will see the temple."
啲噪音搞到隻狗喺度吠。,The noise set the dog barking.,The noise made the dog bark.,The noise made a dog bark.
你有冇睇過嗰套戲呀？,Did you ever see that movie?,You have a big fancy movie?,You've been through a lot of drama?
我想再睇多次套戲。,I want to see the movie again.,I want to re-record many sets of plays.,I'd like to remake several sets of plays.
呢套電影啱小朋友睇。,This movie is suitable for children.,The film is a children's film.,The film is a children's film.
套戲同我想像中爭好遠。,The film was not what I had thought it was.,I have a lot of trouble with my imagination.,I'm not sure how far I can go with my imagination.
嗰位醫生係兒童疾病嘅專家。,The doctor is a great authority on children's diseases.,He is a doctor in pediatric diseases and specialist in children's disease.,She is a doctor and specialist in children's diseases.
個委員會係由科學家同工程師組成嘅。,The committee consists of scientists and engineers.,Each committee is composed of scientists and engineers.,Each committee is composed of scientists and engineers.
你噉嘅諗法有冇根據㗎？,Do you have any grounds for thinking so?,Your personality is based on your history?,What is your legal system based on?
喺呢種情況之下，我地冇辦法成功。,"Under such circumstances, we cannot succeed.","In the case of the species, I have succeeded.","In the case of the species, I have succeeded."
嗰兩個人偷偷地入咗間屋，俾人見到咗。,The two men were seen to steal into the house.,"Two men sneak into the room, and see each other.",The two men sneaked into the room and saw each other.
個Party一啲都唔好玩嘅。,I didn't enjoy the party at all.,I think that the party is really fun.,All the parties are fun and fun.
消息逐漸傳開去。,The news spread little by little.,The news was slowly spreading.,The news was gradually leaking.
條裙你買咗幾多錢呀？,How much did you pay for the dress?,How much money did you buy for your skirt?,How much money did you buy for your skirt?
我阿媽嗰陣仲後生過我。,"At that time, my mother was younger than I am now.",My mother and father lived with me after the war.,My mother came to me after my father's death.
你唔使擔心。,You don't need to worry about it.,You're worried.,You're worried.
唔該話我知個遊戲嘅玩法。,Tell me how to play the game.,I know the game's gameplay.,I know the game's gameplay.
你可唔可以帶我去呀？,Will you take me there?,You can take me with you?,Can you take me with you?
企喺度嗰個邊個嚟？,Who is standing there?,"""I think each side is separate.","""I want to be separated from each other."
我太早到。,I arrived there too early.,I'll be there soon.,I arrived too early.
你最好行路去。,You'd better go there on foot.,You'd better go the way.,You'd better take the road.
嗰度都唔係人住嘅。,You'll find it impossible to live there.,"I'm a big man, I live here.",I've been living here for a long time.
你喺嗰度做咗啲咩呀？,What did you do there?,What did you do?,What are you doing?
我唔覺得係。,"No, I don't think so.",I think I'm a good guy.,I think it's a good idea.
我唔覺得係噉。,"No, I don't think so.",I think I'm a bit of a...,I think I'm feeling bad.
可以話係，亦都可以話唔係。,Yes and no.,"I can speak to you, I could speak you.","I can talk to you, and you can speak to me."
你有冇喉糖呀？,Do you have cough drops?,You have a throat sugar?,Do you have throat sugar?
唔好意思呀，我想問地鐵站點去呀？,"Excuse me, but could you tell me the way to the station?","Well, I'd like to ask the metro station, would I?","Good idea, I want to ask the subway station to go?"
可唔可以較細聲啲部收音機呀？,Would you mind turning down the radio?,"Well, you can make a louder voice on the radio?","Well, what about the microphone?"
唔好意思，你可唔可以講多次呀？,"I'm sorry, could you repeat that please?","Well, you have a good idea, do you know how to speak many times?","Well, well, you can say many things, can you?"
唔好意思，我而家好忙呀。,"I'm sorry, I'm busy right now.","I'm very happy, I have a busy home.","Well, I'm very busy in my home."
唔好意思，我蕩失咗路。,"Excuse me, I'm lost.",I'm not sure I can get to the road.,"I'm sorry, I lost my way."
坐喺角落頭嗰個男人係邊個嚟㗎？,Who is the man sitting in the corner?,I sit at the corner and every man is separated from each other.,I sit in the corner at the head of every man I've ever been with.
有五分四嘅會員反對呢個計劃。,Four-fifths of all the members were against the plan.,The members have five-fourths of the vote against the individual plan.,There are five quarters of members who oppose a single plan.
西班牙人最鍾意夜晚出街散吓步、唞吓涼。,Spaniards love to stroll around in the evening cool.,"Spanish people are most curious about the night walks out of the streets, walk, chill, and chill.","Hispanic people are the most curious about the night walks out of the streets, strolling, waking and chilling."
識返啲西班牙文嘅話，你去墨西哥實會玩得開心啲。,A little knowledge of Spanish will go a long way toward making your trip to Mexico enjoyable.,"I'm not sure if you're going to Mexico, but you can enjoy it.","When you learn Spanish, you'll go to Mexico and really enjoy it."
超速駕駛好危險㗎。,Driving too fast is dangerous.,The speeding of a car is dangerous.,Super-fast driving is dangerous and dangerous.
你揸得太快喇。,You're driving too fast.,You're too fast.,You're too fast.
邊度有得買零食呀？,Where can I buy snacks?,I'm sure I can buy snacks.,I have to buy some snacks?
我覺得好大壓力。,I'm feeling stressed.,I think I'm under a lot of pressure.,I think I have a lot of pressure.
喊都無謂啦。,There's no use crying over spilt milk.,Their name is not known.,It is unknown whether or not he was born.
已經過咗廿年喇。,Twenty years already passed.,He has been in the country for twenty years.,He has lived for twenty years.
我真係好肚餓。,I am terribly hungry.,I'm really hungry.,I'm really hungry.
我餓死喇。,I am terribly hungry.,I'm starving.,I'm starving to death.
呢啲煙花真係好靚呀！,These fireworks are spectacular!,And the smoke is really good!,And the smoke is really good!
你好快就會學識游水㗎喇。,You'll soon be able to swim.,I'll be able to learn how to swim in water.,You will learn how to swim in the water.
你好快就會開始鍾意佢㗎喇。,You will soon get to like him.,I'm going to start the stonework very soon.,I'd like to start a new one soon.
你唔使趕住答。,You don't have to answer quickly.,You're not going to be able to get the answer.,You're not going to be able to answer that question.
你都係快啲去瞓啦，如果唔係啲感冒就會愈嚟愈勁㗎啦。,"You had better go to bed right away, or your cold will get worse.","You all are going to go to the hospital, if you get a cold, you will get better and better.","You're all about to go to school, if you don't get a cold, you'll get better and better."
就嚟到朝頭早嘅繁忙時段喇，我哋仲唔行就塞車㗎喇。,"If we don't hit the road soon, we'll get caught in the morning rush hour traffic.","I'm going to the bus early in the morning, I have to stop the car and I will go to a busy time.","I'm going to get there early in the morning at busy times, I can't stop the car at the same time."
你好快就會適應呢種新生活㗎喇。,You will soon adapt yourself to this new life.,I'm very happy to be able to adapt to new life.,You will soon be able to adapt to a new life.
我係咪一定要即刻去呀？,Must I go there at once?,"My mommy must go right away now, must I?",My mother-in-law must go immediately?
你鍾意攞幾多就攞幾多。,Take as much as you like.,You want to know how much you want how many you need.,"How much do you want to eat, how much will you get?"
飲湯唔好飲到𠽌𠽌聲。,Do not make a noise when you eat soup.,The drinking water is good to drink to the sound of the voice.,It's a very good drink to drink.
而家啲超級市場閂晒門㗎喇，我哋惟有攞雪櫃淨返啲嘢嚟用啦。,"The supermarkets are now closed, so we'll have to make do with what is left in the refrigerator.",I'm the only one who has a snowbox to get back to my home and use it.,I'm the only one who has a snowbox to get back to my home and use it.
阿 Susan 煮嘢食好叻㗎。,Susan is a good cook.,Susan's food is cooked and eaten.,Susan's food was cooked and eaten.
Susan爲咗表示佢好嬲，特登打爛咗個碟。,Susan broke the dish on purpose to show her anger.,"The song is a classic of the same genre, and is played on a single track.","The song has a single track, which is played on the single-track DVD."
唔好意思呀，我想問吓呢條路去唔去到地鐵站㗎？,"Excuse me, but is this the right way to the subway station?","Well, I'm wondering, what's the route to get to the subway station and what?","Well, it's a good idea, I'd like to ask a question, the route to and from the subway station, etc.?"
瑞士人多數識講三、四種語言。,Most Swiss people can speak three or four languages.,Most Swiss speak three or four languages.,Most Swiss speak three or four languages.
瑞士啲人講咩話㗎？,What language do they speak in Switzerland?,"""The Swiss people talked about it.","""Swiss people talk to each other?"
請問你想要單人房定係雙人房呀？,Would you like a single or a double?,"""You want a single-roomed double-housed apartment?","""Do you want a single-bedroomed double-roomed apartment?"
阿 Jill 已經同佢啲朋友煲咗兩個鐘電話粥喇！,Jill has been on the phone with friends for more than two hours!,Jill has been with my friend for two hours and I've been on two phones!,Ah Jill has been with my friend for two bells and two phones!
阿John好肥，跑唔得快。,John is too fat to run fast.,"John is very good, I run fast.","John's good, I'm running fast."
阿 John 最近肥咗好多。,John has put on a lot of weight recently.,John has been very busy recently., John has been growing a lot lately.
阿 John 問阿 Mary 晏晝一唔一齊去行街。,John asked Mary whether she would like to go shopping in the afternoon.,John asked Mary to walk down the street in the morning.,John asks Mary to go to the streets day and night.
阿 John 喺個台度唱咗啲咩歌呀？,What did John sing on the stage?,"""Oh, John sings his own song?""","""And John sings his own song?"""
詹森先生突然間改變主意，簽咗份合約。,Mr Johnson suddenly changed his mind and signed the contract.,Mr. Jameson suddenly changed his mind and signed a contract.,Mr. Jameson suddenly changed his mind and signed a contract.
我講啲嘢俾你聽吖。,Let me tell you something.,I'm going to tell you what I mean.,I'll tell you what I mean.
阿Jim嘅英文好過佢班上嘅其他同學仔。,Jim is above any of his classmates in English.,A.Jim's English is better than the other students in the class.,AJim's English is better than the other students in her class.
阿 Jim 好努力做嘢，但係人工就唔係好高。,"Though Jim works very hard, his job does not pay very much.","Jim has been very hard at it, but the artificiality is very good.","Jim has been very hard working, but the workmanship is very good."
俾我諗陣先。,Let me think for a while.,I'm going to be on the front line.,I'm going to go to the front of the line.
我哋不如唞陣先啦。,Shall we take a short rest?,I'm not going to be able to get to the front.,I don't want to go to the front.
過咗一陣，嗰個人就走咗入間房度。,"After a while, the man came into the room.",The individual is then sent to the house to be housed.,"For example, if a person is in the same room, then the person will enter the room."
悉尼噶空气比东京噶干净。,The air of Sydney is cleaner than that of Tokyo.,Sydney Ka Air is cleaner than Tokyo Ka air.,The air of Sydney Ka is cleaner than Tokyo Ka.
單身嘅人有更加大嘅自由去選擇自己想做嘅事，社交唔使處處受到束縛。,Single people enjoy more freedom to do what they want and enjoy living a less restricted social life.,"A single person has more freedom to choose what he or she wants to do, social and physically to be bound.","Individuals have greater freedom to choose what they want to do, socially and physically."
但係佢好好彩。,But he was lucky.,But I'm good at it.,But I have a good look.
阿 Jane 係一個有咩就講咩嘅人。,Jane calls a spade a spade.,The Janes are a group of people who are not in the same family.,Jane Jane is the only person who has the ability to speak.
阿 Jane 有好多衫要洗。,Jane has a lot of clothes to wash.,"Jane, there are many clothes to wash.",Jane I have a lot of clothes to wash.
你仲有冇嘢問呀？,Do you have any further questions?,You have a question?,What do you have to ask?
跟住又有三個人上咗架巴士。,Three more passengers got on the bus.,There are three other buses and three bus drivers.,There are three buses and three passengers.
更加正嘅係間屋仲有一個好靚嘅花園。,What is still better is that the house has a beautiful garden.,The house has a beautiful garden.,There is a beautiful garden in the middle of the house.
我要同你講拜拜喇。,I must say good-bye to you.,I will be with you in Kobayabaya La.,I'm going to be with you in Kobayaba La.
你想去野生動物園就搭五號巴士啦。,"If you are going to the safari park, take the No.5 bus.","You want to go to the Wildlife Zoo, take bus No. 5 and go there.","If you want to go to the Wildlife Zoo, take bus No. 5."
唔好俾啲差佬發現你有槍喺身。,Don't let the cops find a heater on you.,"Well, I'm glad the bastard found out you had a gun on your body.","Well, I'm gonna find out you've got a gun on your body."
踩單車係好好嘅運動，仲唔會排放廢氣添。,"Cycling is good exercise. Moreover, it doesn't pollute the air.","If you are a good sportsman, you will be able to emit emissions.","If you're a good athlete, you will be able to emit emissions."
入嚟啦！,Come on in!,I'm coming in!,I'm coming in!
喂，起身喇。,"Come on, get up.","I'm sorry, I don't know.","I'm sorry, I don't know."
快啲啦，你仲慢吞吞噉我哋就遲到㗎喇。,"Come on, we'll be late if you don't hurry up.","You're fast, you'll be late to the mountains when you can swallow me.","It's fast, you're slow to swallow me and I'll be late to see you."
聽講話你病咗喎。,I hear you have been sick.,I heard you were sick.,I heard you were sick.
你得閒嗰陣嚟飲杯茶吖。,Why don't you drop in for tea at your convenience?,You can have a drink of tea while you are away.,You have to spend a lot of time and drink a cup of tea.
你最好唔好喺嗰啲地方度行嚟行去。,You had better not walk around in such a place.,You'd better go somewhere else and go.,You'd better go somewhere else and go.
我唔知會搞到你咁麻煩。,I had no idea it would put you to so much trouble.,I'm sure I can get you through this trouble.,I know I'm going to get you into trouble.
我喺度搵緊我副隱形眼鏡。,I'm looking for my contact lens.,I'm going to get my fake glasses.,I'm going to get my fake glasses.
我淨係知咁多嘅唧。,Beyond this I know nothing.,I know a lot about my own life.,I've got a lot to know.
呢個係咪你親手縫㗎？,Did you sew this by hand?,"""And your father's wife, did you sew by hand?","""How did your father and mother sew?"
睇到呢個，我就會諗起媽咪。,I remember my mother when I see this.,"I'll be there, I will be here, and I shall be in the world.","I'm going to have to do this, and I will do it."
呢啲樹係佢哋種嘅。,These trees were planted by them.,The tree is a tree of the same species.,The tree is planted by each of its species.
啲書邊個㗎？,Whose books are these?,I'm not sure I can read it.,I'm not sure what's wrong with the book.
將呢啲物質撈埋一齊好危險㗎。,The mixture of these substances is dangerous.,Their existence is very dangerous and dangerous.,It's a very dangerous place to store your stuff.
將呢啲生字寫落你本簿度吖。,Write these words in your notebook.,I'll write you a book in the raw language.,I'm going to write you a book in your native language.
呢啲古老嘅習俗都係一代一代噉傳落嚟嘅。,These old customs have been handed down from generation to generation.,The old customs of the ancients are passed down from generation to generation.,The old and ancient customs have been passed down from generation to generation.
呢啲習俗同我哋國家唔同。,These customs differ from those in our country.,I have a common custom with my country and my nation.,This custom is the same in my country and in our country.
邊有咁大隻蛤乸隨街跳呀？,This is too good to be true.,A big clam with a tail on the side of the bridge jumps along the street?,"There's a big clam on the side of the bridge, jumping along the street?"
呢本係書。,This is a book.,The book is written in the original.,The book is written in English.
𡀲係書。,This is a book.,"""S.C.A.S.""",I'll write a book.
佢就係喺呢間屋度出世㗎喇。,This is the house he was born in.,He is the only one who has ever lived in the world.,This is the reason why he was born and died.
呢條係一條好深嘅數學題。,This is a difficult math problem.,The article is a good and deep mathematical subject.,It is a well-known mathematical subject.
