cantonese,english,greedy,beam
我觉得我处于不利的位置,I find myself at an awkward disadvantage.,I feel like I'm in a bad place.,I feel like I'm in a bad place.
你知道我是谁,You know who I am.,You know who I am.,You know who I am.
除了你很迷人，我对你一无所知,"But except that you are very charming, I don't know you.",I don't know anything about you except that you're charming.,I don't know anything about you except that you're charming.
我见到你很兴奋，忘了自我介绍,"I'm so excited about meeting you, I forgot to introduce myself.","I saw you were so excited, you forgot to introduce yourself.","I saw you were so excited, you forgot to introduce yourself."
要是你知道我多渴望跟你交谈,If only you knew how anxious I am to talk to you.,"If you know how much I want to talk to you,","If you know how much I want to talk to you,"
我是从纽约来见你的,I came from New York just to see you!,I came to see you from New York.,I came to see you from New York.
我是你忠实的共鸣论信徒,You couldn't have a more loyal disciple of empathicalism than I.,I am your loyal believer.,I am your loyal co-conspirator.
即是谁？,- Than whom?,Who is that?,Who is that?
抱歉，我是施采,- I'm sorry. I'm Jo Stockton.,"I'm sorry, I was a miner.","Sorry, I'm a miner."
施小姐，幸会,"I'm enchanted,... Miss Stockton.","Miss Sh, you will be lucky.","Miss Sh, you're going to be lucky."
既然你远道而来要跟我交谈 那我们就谈吧,"And since you've come such a long way to talk with me, by all means, let's talk.","Now that you've come a long way to talk to me, let's talk.","Now that you've come a long way to talk to me, let's talk."
有很多东西你可以教我们的,..there's so much you can teach us.,There's a lot you can teach us.,There's a lot you can teach us.
我明年或会去的,I may go next year.,I might go next year.,I might go next year.
你要来看看格林威治村,You must see Greenwich Village. It's our Left Bank.,You should come and see Greenwich Village.,You should come and see Greenwich Village.
那里的人懂思考和做有用的事,"People there think, and do things. Useful things.",People there think and do things that are useful.,People there know how to think and do something useful.
你住在格林威治村？,- Do you live in Greenwich Village?,Do you live in Greenwich Village?,Do you live in Greenwich Village?
是的,- Of course.,"Yes, it is.",That's right.
那我会来，我们一起做有用的事,Then I will certainly come. Perhaps we can do useful things together.,Then I'll come and we're going to do something useful together.,Then I'll come and let's do something useful together.
我肯定全美国都没有共鸣学者... 像你这么漂亮的,I'm sure that in all America there's no empathicalist as charming as you.,I'm sure there's no sympathetic scholar in America who'd be so beautiful as you.,I'm sure there isn't a sympathetic scholar in all of America who's as beautiful as you.
我不想打扰的...,"Well, I hate to throw a wet blanket...",I don't want to bother you.,I don't want to bother you.
亲爱的，你猜不到这个人是谁的,"Darling, guess who this is. You'll never guess!","Honey, you don't know who this guy is.","Honey, you don't know who this guy is."
你的兄弟？,- Your brother?,Your brother?,Your brother?
是霍教授,- Professor Flostre.,It was Professor Ho.,This is Professor Ho.
颜迪克 教授？,- This is Dick Avery. - Professor?,"Yandik, the professor?","What is it, Professor Yandik?"
我以为你很老,I thought you'd be old.,I thought you were old.,I thought you were old.
我也是，你惊奇吗 惊奇得很,- So did I. Aren't you surprised? - I'm overcome.,"I was, too, surprised.","And I am, too. Are you surprised? Surprised."
为了你，我答应永不变老,"For you, my dear, I promise never to grow old.","For your sake, I promise never to grow old.","For your sake, I promise never to grow old."
采，来吧 什么事？,"- Come on, Jo. - What's the matter?","Come on, what's going on?","Come on, what's going on?"
我们要去杜那里,We've got to get over to Duval's.,We're going to Du.,We're going to Du.
你要走了？,Must you go so soon?,Are you going?,Do you want to leave?
我刚开始认识你,I was just beginning to know you.,I'm just getting to know you.,I'm just getting to know you.
我可否留下？,Couldn't I stay?,Can I stay?,Can I stay?
教授想跟我谈,The professor wants to talk to me.,The professor wanted to talk to me.,The professor wanted to talk to me.
你以前都听过了 你疯了吗？,- You've heard it all before. - Have you lost your mind?,Have you heard of it? Are you crazy?,Have you ever heard of it? Are you crazy?
稍后再谈那个吧 你干什么？,- We'll talk about that later. - What are you doing?,Talk about that later. What are you doing?,Talk about that later. What are you doing?
我从没受过这么大的羞辱,I've never been so humiliated in all my life!,I've never been so embarrassed.,I've never been so embarrassed.
你怎么了？,What's got into you?,How are you?,How are you?
你知不知道...,Have you any idea...,You know what?,Don't you know...
你怎可以这样粗鲁？,How could you be so rude?,How could you be so rude?,How could you be so rude?
在霍教授面前令我尴尬,Embarrassing me in front of Professor Flostre!,I was embarrassed in front of Professor Ho.,I was embarrassed in front of Professor Ho.
我怎样对他解释？,What am I going to tell him?,How do I explain it to him?,How do I explain it to him?
什么也不用说，你不会再见到他,You're not gonna tell him anything. You'll never see him again.,And you won't see him again.,"And there's no need to say, you'll never see him again."
不会再见到他？,- Not going to see him again? - That's what I said.,Will you never see him again?,Will you never see him again?
不错 等一会...,"Now, just a moment...","Okay, wait a minute.","Okay, wait a minute."
我千辛万苦来见这个人,I went through all this nonsense to meet this man.,I worked hard to see this guy.,I went to great lengths to see this man.
所以我可以跟他谈话,So I could talk to him.,So I could talk to him.,So I could talk to him.
我崇拜他的一切，他的思想,I worship everything he stands for. The way he thinks.,"I adore everything about him, his thoughts.","I adore everything about him, his thoughts."
不如你叫我永不吃东西好了,You might as well tell me never to eat again.,You're not gonna tell me to eat anything.,You'd better tell me never to eat well.
先驱报派了个瑞典通讯员到来,The man from Herald Tribune has brought a correspondent from Sweden.,The pioneer sent a Swedish correspondent.,The pioneer sent a Swedish correspondent.
越多越好 他们来了,"- The more the merrier. - They are here, Miss Prescott.","The more the better, the more they came.","The more the better, the more they came."
叫他们肃静，我很快回来,"Get them quiet, Duval. I'll be right back.","Tell them to calm down, and I'll be back soon.","Calm them down, and I'll be right back."
当男人像霍望着你般看女人时...,"When a man looks at a woman the way Flostre looks at you, it doesn't take any imagination...",When a man looks at a woman like you look at Ho...,When a man looks at a woman like you look at Ho...
若你不这么认真，这事会很有趣,"If you weren't so serious, this would be terribly funny.",It would be interesting if you weren't so serious.,It would be interesting if you weren't so serious.
我会检查灯光，然后致词,"I'll check the lights, then I make my speech.",I'll check the lights and then I say the words.,"I check the lights, and then I say the words."
大家准备,"Everybody, ready!",Get ready.,Get ready.
霍可能是个天才... 继亚里士多德后最伟大的哲学家,"Flostre may be the quiz kid of the centure, the greatest philosopher since Aristotle.","Ho was probably a genius, the greatest philosopher since Aristotle.","Ho may have been a genius, the greatest philosopher since Aristotle."
但他也是个男人，不单是哲学家,But he's also a man. He's more man than philosopher!,"But he was also a man, not just a philosopher.","But he was also a man, not just a philosopher."
他对我的兴趣只限于学术性？,Are you suggesting that Flostre's interest in me is anything but intellectual?,Is he interested in me academically?,Is his interest in me limited to academics?
他跟我一样对你的才华感兴趣,He's as interested in your intellect as I am.,He's just as interested in your talents as I am.,He's just as interested in your talents as I am.
各位传媒界的朋友...,"Ladies and gentlemen of the press, my friends.",Friends of the media...,Friends of the media...
我邀请各位认识这位被选的女士 她会代表时装刊物翘楚... 优秀,"I have asked you here to meet the woman selected to represent the most discriminating publication in the world, Quality.","I invite you to meet this chosen lady who will represent the fashion magazine, Chuo... excellent.","I invite you to meet this chosen lady, who will be representing the fashion magazine Zhu... Excellent."
我们忘记这件事，完成工作吧,Let's forget it and get this over with.,Let's forget about it and get the job done.,Let's forget about it and get the job done.
忘记它？,Forget it?,Forget about it?,Forget about it?
攻击霍就是攻击我的信念,Attack Flostre and you attack the things I believe in.,Attacking Ho is attacking my beliefs.,Attacking Ho is attacking my beliefs.
幸好我们现在发现这些歧见,We're fortunate to have found out these things now.,"Fortunately, we're now seeing these differences.","Fortunately, we now see these discrepancies."
我肯定各位不会失望,I'm certain you'll not be disappointed.,I'm sure you won't be disappointed.,I'm sure you won't be disappointed.
她很独特...,She is a rare creature...,She is unique.,She is unique.
从数百人中挑选出来 她拥有美貌、高雅、大方... 不可言喻的气质,"chosen from hundreds for her appearance, her grace, her poise... and her ineffable charm.","She was chosen from hundreds of people, and she was beautiful, elegant, broad-minded -- and unmistakable.","Selected from hundreds of people, she was beautiful, graceful, broad-minded -- inexplicable."
我们永远不能调解我们的分歧,We can never reconcile our differences.,We can never mediate our differences.,We will never be able to reconcile our differences.
它们太基本了,They are too basic and too elemental.,They're too basic.,They're too basic.
这不是讨论我们分歧的时候,This is not the time or place to discuss our differences.,This is not the time to discuss our differences.,This is not the time to discuss our differences.
求你表演吧,"Please, let's get this show on.",Please perform.,Please perform.
表演，我们的个人生活并不重要,"Yes, the show! Our personal lives couldn't matter less, could they?","Performance, our personal lives, are not important.","Performance, our personal lives are not important."
你坐下来好吗？ 别管我,- Would you please sit down?,Would you sit down? Don't bother me.,Will you sit down? Don't bother me.
现在为大家介绍优秀女郎,May I present the Quality Woman!,"Now, let me introduce you to this beautiful girl.",Now I'm going to introduce you to this beautiful girl.
那是代表什么？,What does that one say?,What does that mean?,What does that mean?
巴黎所有人都异口同声地大笑,All of them say the same thing. Everyone in Paris is laughing.,Everyone in Paris laughed loudly and loud.,Everyone in Paris laughed loud and clear.
我没有 这全是你的错,"- I'm not. - I should think you wouldn't be, this is all your fault.",I didn't. It's all your fault.,I didn't. It's all your fault.
我知道，我讲错说话，她很生气,I know. I said some things last night I shouldn't have said. She got upset.,"I know, I was wrong, and she was angry.","I know, I was wrong, and she was angry."
情侣间争吵罢了 什么？,- Just a lovers' quarrel. - A what?,What's the matter?,It's a fight between a couple. What?
你和那个女孩...,"- You mean, you and that girl...",You and that girl...,You and that girl...
有何不可？,- Why not?,What is wrong?,What's wrong?
不可能的，你在时装界工作,Impossible! You're in the fashion world.,You can't. You work in fashion.,It's not possible. You work in fashion.
我们冷酷、人工化和缺乏感情,"We're cold, artificial and without sentiment.","We are cold, artificial, and emotionless.","We are cold, artificial, and devoid of emotion."
你怎能谈恋爱 我是害群之马,- How can you possibly be in love? - I'm a black sheep.,How can you talk about love? I'm a bad horse.,How can you talk about love?
我的系列又怎样？,What about my collection?,What about my series?,What about my series?
没有她不行的,Without her I cannot show it.,She didn't.,She didn't.
长裙都是她的尺码 我完蛋了,- The gowns were sewn on her! - I'm facing ruin!,"The long pants are her size, and I'm perfect.","She's about the same size as me, and I'm perfect."
她会来的，她为人正直,"Don't worry, she'll show up. The girl has integrity.","She'll come, she's honest with people.","She comes, she's honest."
她充满德性，却不花在我们身上,She's filled with virtues. Only she's not wasting them on us.,"She was moral, but she didn't cost us anything.","She's moral, but she doesn't care about us."
我去过咖啡室，她不在,"I went to the cafe, but she isn't there.","I went to the coffee shop, and she wasn't there.","I went to the café, and she wasn't there."
那么她去了哪里？,So where is she?,So where did she go?,So where did she go?
她在酒店，但不肯接听口信,"She's at her hotel, but she won't take messages.","She was at the hotel, but she wouldn't take the phone.","She's in the hotel, but she doesn't want to hear it."
我贿赂接待员让我抄下她的口信,So I bribed the desk clerk into letting me copy her phone messages.,I asked the receptionist to copy her message.,I asked the receptionist to copy her message.
10点15分，颜迪克来电,"""At 10:15, Dick Avery called.""","And at 10:15, Yandik called.","At 10:15, Yandik called."
11点30分，颜迪克来电,"""At 11:30, Dick Avery called.""","At 11:30, Yandik called.","At 11:30, Yandex called."
12点16分，霍教授来电,"""At 12:16, Professor Flostre called.""","At 12:16, Professor Ho called.","At 12:16, Professor Ho called."
混帐，无耻之徒,"Lousy, rotten good-for-nothing!","They were confused, shameless.",They're confused and shameless.
今晚我家会举行国际哲学、诗词 歌曲和冥想聚会,"""Having an evening of international philosophy, poetry, song and meditation tonight at my salon.""","Tonight, I'm having an international philosophy, poetry, song and meditation party.","Tonight, I'm having an international philosophy, poetry, song and meditation party."
诚意邀请你参加，霍奕谋,"""Would be delighted if you would join us. Emile Flostre.""","You are warmly invited to join us, Ho Chi Minh City.","We sincerely invite you to join us, Ho Chi Minh City."
她今晚会在那里,"Obviously, that's where she'll be tonight.",She'll be there tonight.,She'll be there tonight.
不演出我的系列，我完蛋了,Not showing my collection. I'm ruined.,I'm not doing my series.,"If I don't do my show, I'm finished."
我今晚去霍家带她回来,I'll go to Flostre's tonight and bring her back.,I'm going to take her home tonight.,I'm going to take her home tonight.
带个情绪不太激动的人去，像我,And take someone who isn't emotionally involved. Like me.,"People who are less excited, like me,","People who are less emotionally motivated, like me."
你们不能进去的,You'll never get in.,You can't go in.,You can't go in there.
共鸣学者对敌意感应反应很强烈,Empathicalists have a very firm way of dealing with what they call hostile vibrations.,Sociologists react strongly to hostility.,Sociologists react strongly to hostility.
我们假扮成一对友善的人,Let's turn into a couple of friendly vibrations.,We pretend to be a friendly couple.,We pretend to be a friendly couple.
不能力敌，只好智取,"Until we get in. As they say, if you can't lick 'em, join 'em.","You're not capable of anything, you've got to be smart.","You can't be an enemy, you have to be smart."
我够颓废吗？,- Do I look grubby enough? - Yeah.,Am I wasted enough?,Am I wasted enough?
胡子怎样？,How's the beard?,How's your beard?,How's your beard?
很有气派 来吧,- Full of pizzazz. - Come on.,"Come on, you guys.",It's very stylish. Come on.
那个,La. Ah!,That one.,That one.
来自佛罗里达的白加先生太太,Monsieur et Madame Barker de Florida. - Florida.,"Mrs. Bigga, from Florida.",Mr. and Mrs. Bigga from Florida.
佛罗里达 对，塔拉哈西市,- That's us. De Tallahassee.,"Florida, yes, the city of Tallahassee.","Florida, yes, the city of Tallahassee."
甜心，来吧 好，亲爱的,"- Come on, sugar. - Alright, darlin'.","Sweetie, come on. Okay, honey.","Sweetie, come on. All right, sweetheart."
我不知道，我问问罢了,I don't know. I just asked.,"I don't know, I just asked.","I don't know, I just asked."
什么事？,- What's the matter?,What is it?,What is it?
那首歌很好笑,- The song's a bundle of laughs.,That song was funny.,That song was funny.
她刺死了爱人因为她憎恨他,She stabbed her lover because she hated him.,She stabbed her lover to death because she hated him.,She stabbed her lover to death because she hated him.
那个可怜鬼死了... 他死了，她爱他,"Now that the poor thing is dead... ♫ Tout d'un coup, je savais bien Que je l'ai aimé","The poor bastard is dead... he's dead, and she loves him.","That poor bastard is dead... he's dead, and she loves him."
这个孩子有点困惑,This kid's a little confused.,This kid is a little confused.,This kid is a little confused.
现在她要扯平,Now she's gonna get even.,Now she's going to be calm.,Now she's going to settle down.
她要自杀,- She's gonna kill herself.,She was going to kill herself.,She was going to kill herself.
真悲惨 你可以再说一遍,- C'est tragique! - You can say that again.,"It's so sad, you can say it again.",It's tragic. You can say it again.
你！,Hey!,You!,You!
看楼上,Look up the airstay.,Watch the floor.,Watch the floor.
我们上错楼层了,"We're on the wrong floor. Un moment, s'il vous plaît.",We're up the wrong floor.,We went up the wrong floor.
真正的白氏夫妇,"Oh-oh, the real Barkers.",A real white couple.,A real white couple.
这是什么一回事？,Now what's this all about?,What is this?,What is this?
不是从塔市来的 不是迈亚密,- They are not from Tallahassee! - They ain't even from Miami.,"Not from the Tower, not from Miami.","Not from the Tower, not from Miami."
我在塔市从没见过他们 我去过塔市每一个角落,"I've never seen these people in Tallahassee, and I have been in every corner of Tallahassee.",I've never seen them in the Tower. I went to every corner of the tower.,I've never seen them in the Tower. I went to every corner of the tower.
开玩笑吗？,- Is this some sort of a gag?,Are you kidding me?,Are you kidding me?
我知道他是谁,- I know who he is!,I know who he is.,I know who he is.
她是时装编辑，赶他们出去,She's a fashion editor. Get 'em out!,"She's a fashion editor, she'll kick them out.","She's a fashion editor, she kicks them out."
快点，否则霍先生会听到的,"At once, or Mr Flostre will hear about this.","Hurry up, or Mr. Ho will hear.","Hurry up, or Mr. Ho will hear."
我们是巡回演出的心灵歌手...,"Now, wait, we're spiritual singers on a tour and...",We are soul singers on tour...,We are soul singers on tour...
现在敌意感应消失了,Now the hostile vibrations have gone...,Now the hostility is gone.,Now the hostility is gone.
听着！,Attendez!,Listen to me!,Listen to me!
我们准备看你们的表演,We are ready for your show.,We're ready to see your show.,We're ready to see your show.
要求演出 我们来吧,"- Command performance! - Come on, Mama. We're on.",They asked for a show. Let's go.,They asked for a show. Let's go.
让他们看看气派,Let's give 'em the old pizzazz.,Let them see the glamour.,Let's show them how cool it is.
塔拉哈西先生，怎么样？,"Well, Mr Tallahassee, how we doin'?","How are you, Mr. Tallahassee?",What about Mr. Tallahassee?
我们是你们看过的最友善的感应,"Why, we's the two most friendly vibrations you ever seen.",We are the most friendly feeling you've ever seen.,We're the most friendly feeling you've ever seen.
快摇动，看准猫儿,"♫ Hey, diddle diddle, the cat and the fiddle.","Now, move, and look at the cat.","Shake it, and look at the cat."
碟子跟汤匙跑掉了,♫ The dish ran away with the spoon.,The rabbit and the key ran away.,The rabbit and the key ran away.
可知道为何小鸡要过马路？,Do you know why a chicken crosses the road?,Do you know why a little kid has to go through the road?,Do you know why they cross roads?
不知道，为什么？,"No, why does a chicken cross the road?",I don't know why.,I don't know why.
上二楼 你是个天才,"- Why, to get to the second floor! - You is a genius!","Upstairs, you are a genius.","Upstairs, you are a genius."
玫瑰艳红，紫罗兰碧蓝...,"♫ Roses are red, the violets are blue,","Red, purple, and blue.","Red, purple and blue."
要展出那些裙子，我们去表演吧,♫ the dresses is gotta be showed. Let's get this show on the road!,"To show off those ducks, let's go to the show.",Let's go to the show and show them off.
知识的满足是不存在的,Intellectual gratification is imperatively nonexistent.,There is no satisfaction of knowledge.,The satisfaction of knowledge does not exist.
只有你才能达致潜质 够了,- Only you can fulfill that potential.,You're the only one who can reach the potential.,You're the only one who can reach the potential.
你在这里 教授，我们需要你,"- Flostre, there you are. - Professor, we need you!","You're here, Professor, we need you.","You're here, Professor, we need you."
你们来干什么？,What are you doing here?,What are you doing here?,What are you here to do?
你们看来很滑稽,You look ridiculous!,You guys look funny.,You guys look ridiculous.
我们来见霍教授，我们需要指导,"We've come to see Flostre. Professor, Maggie and I need guidance.","We're going to see Professor Ho, and we need guidance.","We came to see Professor Ho, and we needed guidance."
我们发觉我们过著庸碌的生活,We realize what futile aimless lives we lead.,We find that we live a busy life.,We found that we had a busy life.
你们何时发觉的？,- When did you realize this? - Today.,When did you find out?,When did you feel it?
今天两点,At about two o'clock.,It's two o'clock today.,It's two o'clock today.
在午餐后 教授，别相信他们,"- Just after lunch. - Professor, don't believe them!","After lunch, Professor, don't believe them.","After lunch, Professor, don't believe them."
我们想坐在你脚下学习,We want to sit at your feet and learn.,We want to learn from sitting at your feet.,We want to learn from sitting at your feet.
这样虽然无知，但我们愿意,"We sit at your feet, humble and ignorant, but so willing.","We don't know, but we're willing to do it.","We don't know, but we're willing to."
你们别理会他的脚,You two just leave his feet alone.,Don't look at his feet.,Don't look at his feet.
教授，他们想令你尴尬,"Professor, they want to make a fool of you.","Professor, they want to embarrass you.","Professor, they want to embarrass you."
你是否想令他尴尬？,"- Are you trying to make a fool out of Flostre? - Who, me?",Do you want to embarrass him?,Do you want to embarrass him?
我？,You're making things difficult.,What about me?,What about me?
你弄巧反拙，你不拥有共鸣论,You don't own empathicalism.,"You're being a little clumsy, you don't have a consensus.","You're a fool, you don't have a point of view."
它是属于大众的,"It's in the public domain, isn't it?",It belongs to the public.,It belongs to the public.
为何你相信他们 我熟悉他们,- Why don't you trust these people? - Because I know them well.,Why do you believe them? I know them.,Why do you believe them? I know them.
我知道他们来此并非寻求指导,I know what they're here for and it is not guidance.,I know they're not here for guidance.,I know they're not here for guidance.
别听她的，她是个小孩,"Don't listen to her, master. She is but a child.",Don't listen to her. She's a child.,Don't listen to her. She's a child.
他们来找我，不是找你,"They came to see me, not you.","They came to me, not to you.","They came to me, not to you."
要我去杜那里演出他们的系列,To get me over to Duval's to model their collection.,"I'm going to Du, and I want to play their series.",They asked me to go to Duke and play their series.
我早该知道 你该听到他的话,- I should have known. - You should've heard what he said last night!,I should have known you should've listened to him.,I should have known you should've listened to him.
若我们迟一点来你就会亲身发现,"If we'd come a few minutes later, you'd have found out for yourself.","If we're a little late, you'll see for yourself.","If we're a little late, you'll see for yourself."
颜先生，你说够了,"You've said enough, Mr Avery.","Mr. Yang, you said enough.","Mr. Yang, you said enough."
还没有，我没有说你是个骗子,Not yet. I haven't told you what a phony you are.,I didn't say you were a liar.,Not yet. I didn't say you were a liar.
快滚 我没准备离开,- Get out of my house. - I'm not ready to leave.,I'm not ready to leave.,I'm not ready to leave.
我可以改变你的主意,I think I can change your mind.,I can change your mind.,I can change your mind.
接着,- Catch! -,And then there was,And then there's
不要,"Oh! Oh, no! Look what you've done!",Don't.,Don't do that.
看你惹的祸，像个暴徒般闯进来,Bursting in here like a hoodlum!,"Behold, the evil that is upon thee, and come in like a thief.","Behold, the calamity is upon thee, and it cometh in like a thief."
我没有碰过他 走开,- I never touched him. - Go away!,I didn't touch him and I left.,I didn't touch him and I left.
是时候你负起你的责任了,It's time your waking up to some of your responsibilities.,It's time to take responsibility.,It's time for you to take responsibility.
请你离开好吗？,Will you please leave?,Would you please leave?,Would you please leave?
没有你杜不能展出他的系列的,"Duval can't show his collection without you, regardless what you feel about me!",You can't show off his collection.,There's no way you can showcase his collection.
你不能这样对他和其他人,"You can't do this to him, or to all the other people involved!",You can't do that to him and other people.,You can't do that to him and other people.
有数百人,Hundreds of people.,There were hundreds of them.,There were hundreds of them.
我对你们的人没有兴趣,"I'm not interested in your people, than you are in mine!",I'm not interested in you.,I'm not interested in you guys.
你的共鸣有点单方面 滚开,- Your empathy is a little one-sided.,Your resonance is a little bit one-sided.,Your resonance is a little one-sided.
好了,Alright!,That's good.,That's good.
我假设你是指我吧,"I assume you mean me, too?",I assume you mean me.,I assume you're referring to me.
甜心，这个很可爱,"On you it looks cute, sugar.","Sweetie, this is adorable.","Sweetie, this is adorable."
你会办妥一切,"Well, you certainly fixed everything!",You'll do it all right.,You'll do it all right.
