cantonese,english,greedy,beam
嗰班人成功噉爬咗上山頂，但係返嚟嗰陣就出咗事。,"The Alpinists carried out the ascent, but they did not return safely.","They climbed the mountain, but they got back.","They made it to the top of the mountain, but it didn't work when they came back."
你掂嗰條電線就會觸電㗎喇。,"If you touch that wire, you will receive a shock.","You touch that wire, and it's going to go off.","If you touch that wire, it's going to go off."
單消息令佢驚訝到唔識講嘢。,"Shocked at the news, she couldn't speak.",The message surprised her that she could not speak.,She was surprised to learn that she couldn't speak.
佢有可能係俾人謀殺嘅。,There's a possibility that the man was murdered.,He may have been murdered.,He may have been murdered.
個人嘗試裝自己條天線。,The man tried to install his own antenna.,I try to set my own skies.,I'm trying to set up my own antenna.
嗰個男人搶走咗Susan身上所有嘅錢。,The man robbed Susan of all her money.,The man stole all of Susan's money.,The man stole all of Susan's money.
我唔係好肯定呢個字應該點讀。,I am not sure how to pronounce the word.,I'm not sure how to read that word.,I'm not sure how to read that word.
啲噪音愈嚟愈大聲。,The noise is getting louder and louder.,The noise is getting louder.,The noise is getting louder.
嗰場仗死咗好多人。,"As a result of the war, many people died.",Many people died in that war.,A lot of people died in that war.
你有冇試過喺條河度溜冰呀？,Have you ever tried skating on the river?,Have you ever skated in the river?,Have you ever skated in the river?
個老師對班學生影響好大。,The teacher has a great influence on his pupils.,The teacher had a profound impact on the class.,The teacher had a profound impact on the class.
呢兩個學生測驗都係全部合格。,Both those students passed all the tests.,Both of these students passed the test.,Both of these students passed the test.
個學生俾個老師望到周身唔自在。,The student became very nervous with the teacher watching him.,The student is being looked at by the teacher.,The student is being looked at by the teacher.
唔係好多人有嚟。,There were not many present.,Not many people.,Not a lot of people.
個城堡改造咗做一間好靚嘅博物館。,The castle was transformed into a marvelous museum.,The castle was turned into a beautiful museum.,The castle was turned into a beautiful museum.
隻大笨象好受小朋友歡迎。,The elephant is liked by little children.,The elephant is very popular with children.,Elephants are very popular with children.
嗰個男仔連自己個名都唔識寫。,The boy could not so much as write his own name.,The boy couldn't even write his own name.,The boy couldn't even write his own name.
個男仔連襪都未除就走咗去瞓覺。,The boy went to bed with his socks on.,The boy went to sleep without even removing his clothes.,The boy went to sleep without even removing his clothes.
我好後悔以前無好好咁對佢。,I wish I had treated the girl more kindly.,I regret not being so kind to her before.,I regretted not being so kind to her before.
個女仔同佢阿媽好似樣。,The girl resembles her mother.,She looks just like her mother.,She looks just like her mother.
間屋仔睇落好似冇人住噉。,The cottage looked as if nobody were living in it.,The house looks like it's empty.,The cottages look like they're empty.
嗰位小姐喺一個月之前搬咗嚟呢度。,The lady moved here a month ago.,She moved here a month ago.,She moved here about a month ago.
個女仔一見到隻狗就喊咗出嚟。,The girl began to cry at the sight of a dog.,The girl cried out when she saw the dog.,The girl cried when she saw the dog.
架車泊咗喺座大廈前面。,The car is parked in front of the building.,The car parked in front of the building.,The car parked in front of the building.
呢個問題好難答。,The question was too difficult to answer.,That's a difficult question to answer.,That's a difficult question to answer.
個鐘每日都會快五分鐘。,The clock gains five minutes a day.,It's five minutes a day.,It's five minutes a day.
我嗰陣時唔知點做先好。,I didn't know what to do then.,I didn't know what to do.,I didn't know what to do.
因為佢唔小心，所以先會出事。,The accident was brought about by his carelessness.,"Because he's not careful, something happens.","Because he's not careful, something will happen."
出事嗰陣巴士上面啲乘客差唔多全部都瞓晒覺。,Almost all of the passenger in the bus were asleep when the accident happened.,Almost all the passengers on the bus fell asleep on their way to work.,Almost all of the passengers on the bus fell asleep on their way to work.
你千祈唔好講呢件事俾你阿爸阿媽聽。,You mustn't tell that to your parents.,Don't tell your parents about this.,Please don't tell your parents about this.
佢為件玩具而好自豪。,He is very proud of his toy.,She was proud of her toy.,She's very proud of her toy.
個細路一見到阿媽就喊咗出嚟。,No sooner had the child seen his mother than he burst into tears.,The child cried when he saw her.,The child cried when he saw her.
個家姐同個細妹好似樣。,The sisters look like each other.,My sister and my little sister are the same.,My sister and my little sister are the same.
我用一日時間冇可能做得晒啲嘢。,It is impossible for me to finish the work in a day.,I couldn't do anything in a day.,I couldn't do anything in a day.
我可唔可以睇吓本雜誌呀？,Can I have a look at the magazine?,Can I look at this magazine?,Can I look at this magazine?
嗰本雜誌邊度有得買㗎？,Where can I buy that magazine?,Where can I buy that magazine?,Where can I buy that magazine?
嗰位作家用過嘅傢俬全部擺晒喺呢間博物館度。,The writer's furniture is all shown in this museum.,The author's pot is in this museum.,All the pots that the writer used are in this museum.
嗰度啲風景真係靚到唔知點形容。,The beauty of the scene was beyond description.,"The landscape is so beautiful, I don't know how to describe it.","The scenery is so beautiful, I don't know how to describe it."
佢串錯咗嗰隻字，就令到佢喺比賽俾人淘汰咗。,His misspelling of that word eliminated him from the contest.,He misquoted that word and was eliminated from the competition.,He misspelled that word and was eliminated from the competition.
跟住我好快就瞓著咗喇。,"Soon after that, I began to fall asleep.",And I fell asleep very soon.,And then I fell asleep.
呢個字形容得好啱。,That word describes it perfectly.,That's a very good word.,That's a very accurate description.
隻狗冇食到啲肉。,The dog didn't eat the meat.,The dog didn't eat the meat.,The dog didn't eat the meat.
唔好俾隻狗走甩。,Make sure that the dog does not escape.,Don't let the dog go.,Don't let the dog go.
嗰座建築物會喺一年之內起完。,The building will be completed in a year.,The building will be finished in a year.,The building will be finished in a year.
我會同我老豆傾吓呢件事㗎喇。,I'll talk the matter over with my father.,I'll talk to my dad about this.,I'm going to talk to my dad about this.
等我將我知嘅嘢話晒比你聽啦。,I'll tell you all I know about it.,Let me tell you what I know.,Let me tell you what I know.
佢超速駕駛，俾差佬拉咗。,The policeman arrested him for speeding.,"He was driving too fast, and he was pulled over.","He was driving too fast, and he got pulled over."
無你幫手，個計劃就成功唔到㗎喇。,Your help is indispensable for the success of the scheme.,"Without your help, the project would not work.","Without your help, the project will not succeed."
條橋大約有一咪長。,The bridge is approximately a mile long.,The bridge is about a mile long.,The bridge is about a mile long.
呢部機係用咗好多時間同埋錢先至起好㗎。,It took a lot of time and money to build the machine.,It took a lot of time and money to build this machine.,It took a lot of time and money to build this machine.
嗰部機發到好多電。,The machine generates a lot of electricity.,The machine generated a lot of electricity.,It sends a lot of electricity.
學生唔可以喺學校裏面食煙。,Students are forbidden to smoke on the school grounds.,Students are not allowed to smoke in school.,Students are not allowed to smoke in school.
同呢幅比起上嚟，嗰幅畫啲色靚好多。,The picture is colorful in contrast with this one.,And it's a beautiful painting compared to this one.,"Compared to this picture, it's beautifully colored."
呢啲花擺喺邊度都無所謂，顯眼就得㗎喇。,Put those flowers wherever we can see them well.,"These flowers are everywhere, they're obvious.","No matter where these flowers are, they're obvious."
間屋喺教堂對面，你去到就會見到㗎喇。,The house is opposite the church. You can't miss it.,"The house is across the street from the church, and you'll see it.","The house is across the street from the church, and you'll see it."
啲噪音搞到隻狗喺度吠。,The noise set the dog barking.,The noise made the dog bark.,The noise made the dog bark.
你有冇睇過嗰套戲呀？,Did you ever see that movie?,Have you ever seen that play?,Have you ever seen that play?
我想再睇多次套戲。,I want to see the movie again.,I want to see more of this.,I'd like to see more of it.
呢套電影啱小朋友睇。,This movie is suitable for children.,This is a movie for kids.,This is a movie for kids.
套戲同我想像中爭好遠。,The film was not what I had thought it was.,The plot is a long way from where I can imagine it.,It's a long way from where I imagined it.
嗰位醫生係兒童疾病嘅專家。,The doctor is a great authority on children's diseases.,He is an expert in children's diseases.,The doctor is an expert in children's diseases.
個委員會係由科學家同工程師組成嘅。,The committee consists of scientists and engineers.,The committee is made up of scientists and engineers.,The committee is made up of scientists and engineers.
你噉嘅諗法有冇根據㗎？,Do you have any grounds for thinking so?,Is that a good idea?,Is that a good idea for you?
喺呢種情況之下，我地冇辦法成功。,"Under such circumstances, we cannot succeed.",We can't succeed in that situation.,"In this situation, we can't succeed."
嗰兩個人偷偷地入咗間屋，俾人見到咗。,The two men were seen to steal into the house.,The two men sneaked into the house and were seen.,The two men sneaked into the house and were seen.
個Party一啲都唔好玩嘅。,I didn't enjoy the party at all.,The party was not fun.,The party wasn't much fun.
消息逐漸傳開去。,The news spread little by little.,The news spread.,The news spread.
條裙你買咗幾多錢呀？,How much did you pay for the dress?,How much did you buy the straw?,How much did you buy this?
我阿媽嗰陣仲後生過我。,"At that time, my mother was younger than I am now.",My mother was younger than me.,My mother was younger than me.
你唔使擔心。,You don't need to worry about it.,You don't have to worry.,You don't have to worry.
唔該話我知個遊戲嘅玩法。,Tell me how to play the game.,Please tell me how the game is played.,Please tell me how the game is played.
你可唔可以帶我去呀？,Will you take me there?,Can you take me?,Can you take me?
企喺度嗰個邊個嚟？,Who is standing there?,Who's standing there?,Who's standing there?
我太早到。,I arrived there too early.,I came too early.,I came too early.
你最好行路去。,You'd better go there on foot.,You better walk.,You'd better walk.
嗰度都唔係人住嘅。,You'll find it impossible to live there.,It's not inhabited.,It's not inhabited.
你喺嗰度做咗啲咩呀？,What did you do there?,What were you doing there?,What were you doing there?
我唔覺得係。,"No, I don't think so.",I don't think so.,I don't think so.
我唔覺得係噉。,"No, I don't think so.",I don't think so.,I don't think so.
可以話係，亦都可以話唔係。,Yes and no.,You can say yes or you can also say no.,You can either say yes or you can say no.
你有冇喉糖呀？,Do you have cough drops?,Do you have any sugar in your throat?,Do you have sugar in your throat?
唔好意思呀，我想問地鐵站點去呀？,"Excuse me, but could you tell me the way to the station?","Excuse me, I want to ask you, where is the metro station?","Excuse me, I want to know where the metro station is."
可唔可以較細聲啲部收音機呀？,Would you mind turning down the radio?,Can you turn the radio down?,Can you turn the radio down?
唔好意思，你可唔可以講多次呀？,"I'm sorry, could you repeat that please?","Excuse me, can you say that more than once?","I'm sorry, can you say that more than once?"
唔好意思，我而家好忙呀。,"I'm sorry, I'm busy right now.","Sorry, I'm busy right now.","Sorry, I'm so busy right now."
唔好意思，我蕩失咗路。,"Excuse me, I'm lost.","Sorry, I got lost.","I'm sorry, I got lost."
坐喺角落頭嗰個男人係邊個嚟㗎？,Who is the man sitting in the corner?,Who is the man sitting in the corner?,Who is the man sitting in the corner?
有五分四嘅會員反對呢個計劃。,Four-fifths of all the members were against the plan.,And one in five of the members is against it.,Four out of five members oppose the project.
西班牙人最鍾意夜晚出街散吓步、唞吓涼。,Spaniards love to stroll around in the evening cool.,Spaniards like to go out at night to stroll and chill.,Spaniards like to go out at night for a stroll and a chill.
識返啲西班牙文嘅話，你去墨西哥實會玩得開心啲。,A little knowledge of Spanish will go a long way toward making your trip to Mexico enjoyable.,You'd be happier going to Mexico if you knew Spanish.,"If you learn Spanish again, you'll have a lot more fun in Mexico."
超速駕駛好危險㗎。,Driving too fast is dangerous.,It's dangerous to drive at high speed.,Driving at high speed is dangerous.
你揸得太快喇。,You're driving too fast.,You're too fast.,You're eating too fast.
邊度有得買零食呀？,Where can I buy snacks?,Where can I buy snacks?,Where can I buy snacks?
我覺得好大壓力。,I'm feeling stressed.,I was under a lot of stress.,I was under a lot of stress.
喊都無謂啦。,There's no use crying over spilt milk.,It's okay to cry.,It's okay to cry.
已經過咗廿年喇。,Twenty years already passed.,It's been 20 years.,It's been 20 years.
我真係好肚餓。,I am terribly hungry.,I was really hungry.,I'm really hungry.
我餓死喇。,I am terribly hungry.,I was starving.,I was starving.
呢啲煙花真係好靚呀！,These fireworks are spectacular!,These are beautiful chimneys!,These chimneys are beautiful!
你好快就會學識游水㗎喇。,You'll soon be able to swim.,You'll learn to swim soon.,You'll soon learn to swim.
你好快就會開始鍾意佢㗎喇。,You will soon get to like him.,You'll soon like it.,You're going to like it soon enough.
你唔使趕住答。,You don't have to answer quickly.,You don't have to rush to answer.,You don't have to rush to answer.
你都係快啲去瞓啦，如果唔係啲感冒就會愈嚟愈勁㗎啦。,"You had better go to bed right away, or your cold will get worse.","You should go to bed early, or the cold will get worse.","Go to bed early, or the cold will get worse."
就嚟到朝頭早嘅繁忙時段喇，我哋仲唔行就塞車㗎喇。,"If we don't hit the road soon, we'll get caught in the morning rush hour traffic.","It's the busy early morning hours, and we're not going to get stuck.","It's busy in the early morning hours, and we're still stuck."
你好快就會適應呢種新生活㗎喇。,You will soon adapt yourself to this new life.,You'll be able to adapt to this new life very quickly.,You'll soon adapt to this new life.
我係咪一定要即刻去呀？,Must I go there at once?,Do I have to go now?,Do I have to go now?
你鍾意攞幾多就攞幾多。,Take as much as you like.,You get what you like.,You get what you like.
飲湯唔好飲到𠽌𠽌聲。,Do not make a noise when you eat soup.,Drink water without making noise.,Don't drink water until you're crying.
而家啲超級市場閂晒門㗎喇，我哋惟有攞雪櫃淨返啲嘢嚟用啦。,"The supermarkets are now closed, so we'll have to make do with what is left in the refrigerator.","The supermarkets are closed, and we're just going to clean the snow drawers.","Now that the supermarkets are closed, we're just cleaning the snow drawers."
阿 Susan 煮嘢食好叻㗎。,Susan is a good cook.,Susan is a good cook.,Susan is a good cook.
Susan爲咗表示佢好嬲，特登打爛咗個碟。,Susan broke the dish on purpose to show her anger.,Susan broke the box to show she was crazy.,"To show Susan that she was crazy, she broke it."
唔好意思呀，我想問吓呢條路去唔去到地鐵站㗎？,"Excuse me, but is this the right way to the subway station?","Excuse me, I'm going to ask you, is this the way to the subway station?","I'm sorry, I wanted to ask you, is this the way to the subway station?"
瑞士人多數識講三、四種語言。,Most Swiss people can speak three or four languages.,Most Swiss speak three or four languages.,Most Swiss speak three or four languages.
瑞士啲人講咩話㗎？,What language do they speak in Switzerland?,What do the Swiss say?,What do the Swiss say?
請問你想要單人房定係雙人房呀？,Would you like a single or a double?,Do you want a single room or a double room?,Do you want a single room or a double room?
阿 Jill 已經同佢啲朋友煲咗兩個鐘電話粥喇！,Jill has been on the phone with friends for more than two hours!,Jill's been on the phone with her friends for two hours!,Jill's been on the phone with her friends for two hours!
阿John好肥，跑唔得快。,John is too fat to run fast.,"John is fat, he can't run fast.",John is too fat to run fast.
阿 John 最近肥咗好多。,John has put on a lot of weight recently.,John has recently gained a lot of weight.,John has recently gained a lot of weight.
阿 John 問阿 Mary 晏晝一唔一齊去行街。,John asked Mary whether she would like to go shopping in the afternoon.,John asked Mary not to go out at noon.,John asked Mary not to go for a walk at noon.
阿 John 喺個台度唱咗啲咩歌呀？,What did John sing on the stage?,What songs did John sing on stage?,What songs did John sing on stage?
詹森先生突然間改變主意，簽咗份合約。,Mr Johnson suddenly changed his mind and signed the contract.,Mr. Jenson suddenly changed his mind and signed a contract.,Mr. Jenson suddenly changed his mind and signed a contract.
我講啲嘢俾你聽吖。,Let me tell you something.,Let me tell you something.,Let me tell you something.
阿Jim嘅英文好過佢班上嘅其他同學仔。,Jim is above any of his classmates in English.,Jim spoke better English than his classmates.,Ajim's English is better than his classmates.
阿 Jim 好努力做嘢，但係人工就唔係好高。,"Though Jim works very hard, his job does not pay very much.","Jim worked hard, but he didn't get much.","Jim worked hard, but the salary wasn't very high."
俾我諗陣先。,Let me think for a while.,Let me think about it.,Let me think about it.
我哋不如唞陣先啦。,Shall we take a short rest?,We should fight.,Let's go ahead and fight.
過咗一陣，嗰個人就走咗入間房度。,"After a while, the man came into the room.",And then the guy walked into the room.,"A moment later, the man walked into the room."
悉尼噶空气比东京噶干净。,The air of Sydney is cleaner than that of Tokyo.,The air in Sydney is cleaner than in Tokyo.,The air in Sydney is cleaner than in Tokyo.
單身嘅人有更加大嘅自由去選擇自己想做嘅事，社交唔使處處受到束縛。,Single people enjoy more freedom to do what they want and enjoy living a less restricted social life.,"Singles have more freedom to choose what they want to do, and social constraints are not necessary.","Singles have more freedom to choose what they want to do, and they don't have to be socially constrained."
但係佢好好彩。,But he was lucky.,But she was lucky.,But she was lucky.
阿 Jane 係一個有咩就講咩嘅人。,Jane calls a spade a spade.,Jane is a man of many talents.,Jane is a man of many talents.
阿 Jane 有好多衫要洗。,Jane has a lot of clothes to wash.,"Jane, I have a lot of clothes to wash.","Jane, there's a lot of clothes to wash."
你仲有冇嘢問呀？,Do you have any further questions?,Do you have any more questions?,Do you have any more questions?
跟住又有三個人上咗架巴士。,Three more passengers got on the bus.,And then three other people got on the bus.,And then three other people got on the bus.
更加正嘅係間屋仲有一個好靚嘅花園。,What is still better is that the house has a beautiful garden.,And the most beautiful thing is that the house has a beautiful garden.,"And even more beautifully, the house has a beautiful garden."
我要同你講拜拜喇。,I must say good-bye to you.,I need to say a prayer to you.,I want to say a prayer to you.
你想去野生動物園就搭五號巴士啦。,"If you are going to the safari park, take the No.5 bus.","You want to go to the zoo, take the bus number five.","If you want to go to the zoo, take bus number five."
唔好俾啲差佬發現你有槍喺身。,Don't let the cops find a heater on you.,Don't let the bad guys see you have a gun.,Don't let the bad guys know you have a gun.
踩單車係好好嘅運動，仲唔會排放廢氣添。,"Cycling is good exercise. Moreover, it doesn't pollute the air.","Cycling is a great sport, and it's not a waste.","Cycling is a great sport, and it doesn't emit waste."
入嚟啦！,Come on in!,Come on in!,Come on in!
喂，起身喇。,"Come on, get up.","Oh, you're up.","Oh, you're up."
快啲啦，你仲慢吞吞噉我哋就遲到㗎喇。,"Come on, we'll be late if you don't hurry up.","Hurry up, you're going to eat too slowly and we'll be late.","Hurry up, we'll be late if you swallow too slowly."
聽講話你病咗喎。,I hear you have been sick.,I heard you were sick.,I heard you were sick.
你得閒嗰陣嚟飲杯茶吖。,Why don't you drop in for tea at your convenience?,You have to come and have a cup of tea.,You have to come and have a cup of tea.
你最好唔好喺嗰啲地方度行嚟行去。,You had better not walk around in such a place.,You'd better not go to those places.,You don't want to go to those places.
我唔知會搞到你咁麻煩。,I had no idea it would put you to so much trouble.,I don't know if I'll bother you that much.,I don't know if I'm going to bother you this much.
我喺度搵緊我副隱形眼鏡。,I'm looking for my contact lens.,I'm looking for my binoculars.,I'm looking for my binoculars.
我淨係知咁多嘅唧。,Beyond this I know nothing.,I just know so much.,That's all I know.
呢個係咪你親手縫㗎？,Did you sew this by hand?,Is this your hand sewing?,Is that your hand stitching?
睇到呢個，我就會諗起媽咪。,I remember my mother when I see this.,I remember my mom when I saw this.,Seeing this reminds me of my mother.
呢啲樹係佢哋種嘅。,These trees were planted by them.,These are the trees they plant.,These are the trees they planted.
啲書邊個㗎？,Whose books are these?,Who are they?,Who are they?
將呢啲物質撈埋一齊好危險㗎。,The mixture of these substances is dangerous.,Putting these together is dangerous.,Putting these together is dangerous.
將呢啲生字寫落你本簿度吖。,Write these words in your notebook.,Write these words in your book.,Write these words down in your book.
呢啲古老嘅習俗都係一代一代噉傳落嚟嘅。,These old customs have been handed down from generation to generation.,These ancient customs are passed down from generation to generation.,These ancient customs are passed down from generation to generation.
呢啲習俗同我哋國家唔同。,These customs differ from those in our country.,These customs are different from our country.,These customs are different in our country.
邊有咁大隻蛤乸隨街跳呀？,This is too good to be true.,Where's a big cat that can dance in the street?,Where's such a big crow dancing in the streets?
呢本係書。,This is a book.,This is a book.,This is a book.
𡀲係書。,This is a book.,A book is a book.,A book is a book.
佢就係喺呢間屋度出世㗎喇。,This is the house he was born in.,He was born in this house.,He was born in this house.
呢條係一條好深嘅數學題。,This is a difficult math problem.,This is a very deep mathematical question.,This is a deep mathematical question.
呢朵係成個花園最靚嘅花。,This is the most beautiful flower in the garden.,This is the most beautiful flower in the garden.,This is the most beautiful flower in the garden.
呢個袋邊個架？,Whose bag is this?,Who's that bag?,Whose bag is this?
呢個會好緊要㗎，你唔好唔嚟呀。,This is a very important meeting. You ought not to miss it.,This is going to be serious. You can't come.,This is going to be serious. You can't come.
呢把遮唔係我㗎，係人哋㗎。,This isn't my umbrella; it's somebody else's.,"This is not me, this is someone else.","This is not me, this is someone else."
呢個係我見過最靚嘅景。,This is the finest view I have ever seen.,This is the most beautiful scene I've ever seen.,This is the most beautiful scene I've ever seen.
呢隻錶我尋日買嘅。,This is the watch I bought yesterday.,I bought this one yesterday.,I bought this one yesterday.
呢樣唔係小事。,It's no small matter.,It's not a small thing.,It's not a small thing.
係畀你嘅。,This is for you.,It's yours.,It's yours.
你可唔可以教我填呢份表格呀？,Can you tell me how to fill in this form?,Can you teach me to fill out this form?,Can you teach me to fill out this form?
呢隻雪糕好好味㗎，你試唔試少少呀？,This is very good ice cream. Won't you have some?,This ice cream tastes good. Would you try it?,This ice cream tastes good. Would you like to try it?
呢個你可以自己keep返。,You can keep this one for yourself.,You can keep that to yourself.,You can keep that to yourself.
呢把遮係咪你㗎？,Is this your umbrella?,Is that you?,Is that you?
呢支就係我尋日整唔見嗰支筆喇。,This is the pen that I lost yesterday.,This is the pen I missed yesterday.,This is the pen I missed yesterday.
呢個係我嘅公司地址。,This is my business address.,This is my company address.,This is the address of my company.
呢間就係我哋舊年住嗰間酒店喇。,This is the hotel where we stayed last year.,This is the hotel we stayed at last year.,This is the hotel we stayed at last year.
我唔知由而家開始我要做乜。,I don't know what to do from now on.,I don't know what I'm going to do from here on out.,I don't know what I'm going to do from here on out.
我保證我以後都會準時㗎喇。,"From now on, I promise to be punctual.",I guarantee I'll be on time.,I guarantee that I'll always be on time.
我由而家開始唔會再講大話㗎喇。,I will never tell a lie from now on.,I'm not going to lie anymore.,I'm not going to lie anymore from now on.
我哋以後要保持聯絡呀。,"From now on, let's keep in touch.",We need to stay in touch.,We need to stay in touch.
Blake 葬喺呢間教堂。,This is the church where Blake is buried.,Blake is buried in this church.,Blake is buried in this church.
你知唔知佢哋係邊個？,Do you know who they are?,Do you know who they are?,Do you know who they are?
哥爾夫球好好玩㗎。,Playing golf is great fun.,Golf is fun.,Golf is fun.
雖然啲猩猩唔識開口講嘢，但係佢哋可以用其他方法同人類溝通。,"Gorillas cannot use their lips and tongues to speak, but they can communicate with people in other ways.","Although they can't speak, they have other ways of communicating with humans.","Although gorillas can't open their mouths, they can communicate with humans in other ways."
可唔可以麻煩你閂咗個窗佢呀？,May I trouble you to shut the window?,Could you please shut the window?,Would you mind closing the window?
我會處理呢個問題。,I will deal with this problem.,I'll deal with that.,I'll deal with that.
呢條問題啲答案全部錯晒。,All the answers to this question were wrong.,The answer to that question is all wrong.,The answers to these questions are all wrong.
呢本書對你嚟講可能難咗啲。,This book is too difficult for you to read.,This book may be a little difficult for you.,This book may be a little difficult for you.
呢本書好深，一個禮拜好難睇得晒。,This book is too difficult to read in a week.,"It was so deep, it was hard to read for a week.","It was so deep, it was hard to read for a week."
我覺得呢本書好有趣。,I found this book interesting.,I found this book interesting.,I found this book interesting.
呢本書值得一睇。,This book is worth reading.,This book is worth a look.,This book is worth a look.
呢啲書唔拎得走㗎。,You can't take away these books.,These books are not to be missed.,These books don't go away.
我肯定呢本書會對你好有用。,I am sure this book will be of great use to you.,I'm sure this book will be very useful to you.,I'm sure this book will be very helpful to you.
呢本書每一句句子都好重要。,Every sentence in this book is important.,Every sentence in this book is important.,Every sentence in this book is important.
你可唔可以幫我喺呢本書度簽個名呀？,Could I have your autograph on this book?,Could you sign me for this book?,Could you sign this book for me?
呢頂帽都幾襯我噃。,This hat suits me nicely.,I'm a little bit stumped by this hat.,I'm a little stunned by this hat.
呢頂帽係咪你㗎？,Is this hat yours?,Is this your hat?,Is this your hat?
我由今朝開始就一路喺度打呢份報告書，但係到而家都淨係打咗一半。,"I have been typing this report since this morning, but I'm only halfway through.","I've been working on this report since this morning, but I only finished half of it.","I've been working on this report since this morning, but it's only half done so far."
呢度附近有無加油站㗎？,Is there a gas station around here?,Are there any gas stations nearby?,Are there any gas stations nearby?
你有冇喺附近見過一個啡色銀包？,Did you see a brown wallet around here?,Have you ever seen a brown silver bag nearby?,Have you ever seen a brown silver bag nearby?
呢句句子個「get」字係咩意思呢？,"What does the word ""get"" mean in this sentence?","What does the word ""get"" mean?","What does the word ""get"" mean?"
呢個故仔嘅女主角係一個細路女。,The heroine of this story is a little girl.,The main character in this story is a child.,The main character in this story is a little girl.
呢條裙都幾靚喎，可唔可以試著㗎？,I like this skirt. May I try it on?,This is a beautiful dress. Can you try it?,This is a lovely cake. Can you try it?
呢間房裏面有部電視機。,There is a television in this room.,There's a TV in this room.,There's a TV in this room.
呢間房細得濟喇，裝唔落五十個人。,This room is too small to contain 50 men.,This room is cheap enough to accommodate 50 people.,The room is small enough to accommodate 50 people.
呢間房唔俾食煙㗎。,You may not smoke in this room.,This room is not for smoking.,Smoking is not allowed in this room.
呢間房唔俾食煙。,You cannot smoke in this room.,This room is not for smoking.,This is a non-smoking room.
呢塊布摸上手好滑。,This cloth feels smooth.,This cloth is very smooth.,This cloth is very slippery.
呢個箱裏面裝滿晒蘋果。,This box is filled with apples.,This box is full of apples.,This box is full of apples.
兩者之間冇乜分別。,There is not much difference between the two.,There's no difference between the two.,There's no difference between the two.
今個秋天冇我哋想像中落咁多雪。,We had less snow this winter than we had expected.,There's not as much snow this fall as we could have imagined.,There's not as much snow this fall as we could have imagined.
聽講今個冬天係呢十年嚟最凍嘅冬天喎。,I hear this is the coldest winter we have had in the past ten years.,This winter is the coldest winter in a decade.,This is the coldest winter in a decade.
呢部電話壞咗。,This telephone is out of order.,This phone is broken.,This phone is broken.
呢間舖頭九點閂門。,This store is closed at nine.,This one opens at 9:00.,This one opens at nine o'clock.
呢間舖頭啲壽司好好食。,The sushi at this shop tastes good.,This is a good sushi.,This soup is delicious.
你知唔知呢個字點解呀？,Do you know the meaning of this word?,Do you know why that is?,Do you know why?
我唔識呢個字。,I don't understand this word.,I don't know that word.,I don't know that word.
呢條村啲嘢平過我哋條村好多。,The things in this village are cheaper than those in ours.,This village is much cheaper than our village.,This village is much cheaper than our village.
將呢條線分做二十個等分。,Divide this line into twenty equal parts.,Divide this line into 20 equal points.,Divide this line into 20 equal points.
呢條河有一咪闊。,This river is one mile across.,This river is a mile long.,This river is one mile long.
呢張係一張免費飛。,This is a free ticket.,This is a free flight.,This is a free flight.
呢間圖書館有冇英文雜誌㗎？,Are there any English magazines in this library?,Does this library have an English magazine?,Does this library have an English-language magazine?
呢個公仔係咪你自己整㗎？,Did you make this doll by yourself?,Did you make this shit yourself?,Did you make this shit yourself?
呢個消息係唔係真㗎？,Is this information right?,Is this true?,Is this true?
呢個女仔邊個嚟㗎？,Who is this girl?,Who is this girl?,Who is this girl?
天氣咁熱，要戴返頂帽先好出街呀。,Don't go out in this heat with a bare head.,"It's hot, so you have to wear your hat and go outside.","It's so hot, you've got to put your hat back on and get out."
你今個禮拜六日得唔得閒呀？,Are you free this weekend?,Can you be angry six days a week?,Can't you be angry six days a week?
張相係佢影嘅。,The picture was taken by him.,It was his picture.,The photo was taken by him.
你介唔介意我攞呢本字典去用呀？,Would you mind my using this dictionary?,Would you mind if I took this dictionary?,Would you mind if I took this dictionary?
呢本字典雖然好貴，但係都係值得買嘅。,"This dictionary is very expensive, but is worth buying.","It's expensive, but it'll be worth it.","This dictionary is expensive, but it's worth buying."
關於呢件事，等佢下次嚟我會話佢知㗎啦。,I will tell him about it when he comes next time.,I'll tell him about it until he comes back.,I'll tell him about it until he comes back.
呢隻錶要攞去修理喇。佢每日都會快廿分鐘。,This watch needs repairing. It gains 20 minutes a day.,This is a machine that needs to be repaired. It's going to take 20 minutes a day.,I've got to get this thing fixed. It's going to be 20 minutes a day.
呢隻手錶有防震功能。,This watch is shock-proof.,This handshake has a seismic function.,This is an earthquake-resistant bracelet.
我諗住送呢隻錶俾你。,This watch is meant for you.,I'm thinking of sending you this.,I'm thinking of sending this to you.
唔好講呢件事俾阿爸聽。,Don't tell Father about this.,Don't tell my dad about this.,Don't tell my dad about this.
呢啲資料未必可靠。,It is questionable whether this data can be relied on.,These data are not reliable.,These data don't have to be reliable.
呢首詩原本係用法文寫嘅。,This poem was originally written in French.,This poem was originally written in French.,This poem was originally written in French.
張紙大得濟，擺唔落個信封度。,The paper is too big for the envelope.,The paper was not on the envelope.,It's not on the envelope.
你最近唔係好似你。,You don't seem to be yourself these days.,You're not like you lately.,You haven't been like you lately.
呢道門點鎖都鎖唔到。,This door won't lock.,This door is unlocked.,This door can't be locked.
